,Unnamed: 0,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,Year,Month,Date,Day_of_Week,Part_of_Day
183,183,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2021-03-29 06:57:00,photo,public speaking,negative,10,2021,March,29,Monday,Morning
184,184,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-05-20 16:11:00,photo,public speaking,positive,70,2021,May,20,Thursday,Afternoon
185,185,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-11-02 06:09:00,photo,public speaking,positive,50,2020,November,2,Monday,Morning
186,186,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-10-24 15:37:00,photo,public speaking,neutral,20,2020,October,24,Saturday,Afternoon
187,187,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-07 14:42:00,photo,public speaking,positive,60,2020,September,7,Monday,Afternoon
188,188,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-03-04 02:46:00,photo,public speaking,negative,15,2021,March,4,Thursday,Night
189,189,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2021-01-07 14:08:00,photo,public speaking,positive,72,2021,January,7,Thursday,Afternoon
190,190,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,2020-07-06 11:18:00,photo,public speaking,neutral,35,2020,July,6,Monday,Morning
191,191,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-03-27 04:56:00,photo,public speaking,positive,50,2021,March,27,Saturday,Night
192,192,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-11-21 21:25:00,photo,public speaking,positive,45,2020,November,21,Saturday,Night
193,193,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2020-08-22 01:25:00,photo,public speaking,positive,70,2020,August,22,Saturday,Night
194,194,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,2021-06-14 11:45:00,photo,public speaking,neutral,35,2021,June,14,Monday,Morning
195,195,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-07-15 19:28:00,photo,public speaking,negative,12,2020,July,15,Wednesday,Evening
196,196,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2021-03-21 14:39:00,photo,public speaking,positive,45,2021,March,21,Sunday,Afternoon
197,197,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,2021-04-07 03:15:00,photo,public speaking,positive,75,2021,April,7,Wednesday,Night
198,198,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2021-04-24 06:56:00,photo,public speaking,positive,70,2021,April,24,Saturday,Morning
199,199,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-30 14:05:00,photo,public speaking,positive,60,2020,September,30,Wednesday,Afternoon
200,200,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-07-19 19:28:00,photo,public speaking,positive,60,2020,July,19,Sunday,Evening
201,201,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-21 07:08:00,photo,public speaking,negative,15,2021,January,21,Thursday,Morning
202,202,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-31 13:48:00,photo,public speaking,negative,15,2021,January,31,Sunday,Afternoon
203,203,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-12-24 03:24:00,photo,public speaking,negative,5,2020,December,24,Thursday,Night
204,204,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-05-27 01:44:00,photo,public speaking,negative,0,2021,May,27,Thursday,Night
205,205,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-02-13 04:14:00,photo,public speaking,negative,0,2021,February,13,Saturday,Night
206,206,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-07-14 04:36:00,photo,public speaking,positive,72,2020,July,14,Tuesday,Night
207,207,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2020-07-15 16:03:00,photo,public speaking,negative,10,2020,July,15,Wednesday,Afternoon
208,208,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-10-08 17:23:00,photo,public speaking,positive,50,2020,October,8,Thursday,Evening
209,209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-11-12 23:55:00,photo,public speaking,positive,60,2020,November,12,Thursday,Night
210,210,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-02-21 05:01:00,photo,public speaking,positive,70,2021,February,21,Sunday,Morning
211,211,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-07-09 08:58:00,photo,public speaking,positive,45,2020,July,9,Thursday,Morning
212,212,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-06-26 23:45:00,photo,public speaking,positive,72,2020,June,26,Friday,Night
213,213,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-11-20 13:18:00,photo,public speaking,negative,12,2020,November,20,Friday,Afternoon
214,214,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-05-29 21:34:00,photo,public speaking,positive,50,2021,May,29,Saturday,Night
215,215,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2021-02-22 02:48:00,photo,public speaking,neutral,20,2021,February,22,Monday,Night
216,216,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-07 18:39:00,photo,public speaking,negative,15,2021,January,7,Thursday,Evening
217,217,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-10-01 15:10:00,photo,public speaking,positive,72,2020,October,1,Thursday,Afternoon
218,218,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-11-21 08:24:00,photo,public speaking,negative,5,2020,November,21,Saturday,Morning
219,219,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-04-15 13:50:00,photo,public speaking,negative,15,2021,April,15,Thursday,Afternoon
220,220,b18cb63f-4c8e-44ee-a47f-541e95191d11,love,2020-06-30 01:14:00,photo,public speaking,positive,65,2020,June,30,Tuesday,Night
221,221,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2020-12-01 15:06:00,photo,public speaking,positive,70,2020,December,1,Tuesday,Afternoon
222,222,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2020-11-07 00:47:00,photo,public speaking,negative,15,2020,November,7,Saturday,Night
223,223,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,2020-06-30 13:08:00,GIF,science,positive,75,2020,June,30,Tuesday,Afternoon
224,224,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,2020-08-04 03:09:00,GIF,science,positive,60,2020,August,4,Tuesday,Night
225,225,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-07-28 07:01:00,GIF,science,positive,45,2020,July,28,Tuesday,Morning
226,226,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,2020-10-25 02:39:00,GIF,science,positive,75,2020,October,25,Sunday,Night
227,227,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,2020-07-05 03:37:00,GIF,science,negative,12,2020,July,5,Sunday,Night
228,228,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,2021-04-28 15:16:00,GIF,science,positive,70,2021,April,28,Wednesday,Afternoon
229,229,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,2021-01-31 00:54:00,GIF,science,neutral,20,2021,January,31,Sunday,Night
230,230,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,2020-08-29 11:37:00,GIF,science,positive,72,2020,August,29,Saturday,Morning
231,231,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-10-15 12:09:00,GIF,science,positive,45,2020,October,15,Thursday,Afternoon
232,232,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,2020-08-02 21:20:00,GIF,science,positive,65,2020,August,2,Sunday,Night
233,233,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,2020-10-31 21:46:00,GIF,science,negative,15,2020,October,31,Saturday,Night
234,234,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,2020-10-12 09:40:00,GIF,science,positive,60,2020,October,12,Monday,Morning
235,235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,2020-12-12 12:22:00,GIF,science,positive,70,2020,December,12,Saturday,Afternoon
236,236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,2021-01-09 16:37:00,GIF,science,positive,50,2021,January,9,Saturday,Afternoon
237,237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,2020-08-23 04:39:00,GIF,science,negative,5,2020,August,23,Sunday,Night
238,238,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,2020-12-22 04:20:00,GIF,science,positive,65,2020,December,22,Tuesday,Night
239,239,5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,2020-11-07 08:49:00,GIF,science,negative,0,2020,November,7,Saturday,Morning
240,240,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,2021-04-17 22:45:00,GIF,science,positive,72,2021,April,17,Saturday,Night
241,241,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,2021-04-21 00:21:00,GIF,science,negative,15,2021,April,21,Wednesday,Night
242,242,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-07-19 10:33:00,GIF,science,positive,45,2020,July,19,Sunday,Morning
243,243,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-07-06 02:08:00,GIF,science,positive,45,2020,July,6,Monday,Night
244,244,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,2021-03-26 05:42:00,GIF,science,positive,65,2021,March,26,Friday,Morning
245,245,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,2020-09-13 11:24:00,GIF,tennis,positive,70,2020,September,13,Sunday,Morning
246,246,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2021-01-28 21:06:00,GIF,tennis,negative,12,2021,January,28,Thursday,Night
247,247,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,2021-01-20 01:15:00,GIF,tennis,neutral,20,2021,January,20,Wednesday,Night
248,248,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2020-09-03 01:15:00,GIF,tennis,positive,75,2020,September,3,Thursday,Night
249,249,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2021-01-09 10:46:00,GIF,tennis,negative,12,2021,January,9,Saturday,Morning
250,250,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,2020-09-19 22:29:00,GIF,tennis,neutral,20,2020,September,19,Saturday,Night
251,251,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2021-05-29 07:21:00,GIF,tennis,positive,75,2021,May,29,Saturday,Morning
252,252,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2021-05-15 19:04:00,GIF,tennis,negative,12,2021,May,15,Saturday,Evening
253,253,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,2020-08-15 12:27:00,GIF,tennis,positive,45,2020,August,15,Saturday,Afternoon
254,254,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,2021-03-31 15:51:00,GIF,tennis,negative,0,2021,March,31,Wednesday,Afternoon
255,255,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2021-02-15 03:32:00,GIF,tennis,neutral,35,2021,February,15,Monday,Night
256,256,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,2021-03-29 19:03:00,GIF,tennis,negative,15,2021,March,29,Monday,Evening
257,257,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,2020-07-29 10:40:00,GIF,tennis,negative,15,2020,July,29,Wednesday,Morning
258,258,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,2021-05-08 13:47:00,GIF,tennis,negative,5,2021,May,8,Saturday,Afternoon
259,259,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2020-11-06 02:36:00,GIF,tennis,positive,60,2020,November,6,Friday,Night
260,260,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2020-07-25 16:31:00,GIF,tennis,positive,75,2020,July,25,Saturday,Afternoon
261,261,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2020-12-04 00:56:00,GIF,tennis,negative,12,2020,December,4,Friday,Night
262,262,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2020-09-22 02:08:00,GIF,tennis,positive,75,2020,September,22,Tuesday,Night
263,263,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,2020-07-05 05:50:00,GIF,tennis,negative,5,2020,July,5,Sunday,Morning
264,264,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,2020-10-20 12:11:00,GIF,tennis,positive,70,2020,October,20,Tuesday,Afternoon
265,265,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2021-01-11 06:02:00,GIF,tennis,positive,60,2021,January,11,Monday,Morning
266,266,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,2021-02-28 07:51:00,GIF,tennis,positive,70,2021,February,28,Sunday,Morning
267,267,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,2020-12-06 13:45:00,GIF,tennis,positive,45,2020,December,6,Sunday,Afternoon
268,268,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2021-05-05 09:54:00,GIF,tennis,neutral,35,2021,May,5,Wednesday,Morning
269,269,0be59876-d70c-486c-8e0b-a06bef7a2cd6,interested,2020-08-27 18:36:00,GIF,tennis,positive,30,2020,August,27,Thursday,Evening
270,270,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2020-10-15 01:29:00,GIF,tennis,positive,60,2020,October,15,Thursday,Night
271,271,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2021-01-15 11:33:00,GIF,tennis,neutral,35,2021,January,15,Friday,Morning
272,272,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,2021-03-01 20:26:00,GIF,tennis,positive,45,2021,March,1,Monday,Evening
273,273,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2020-11-28 02:11:00,GIF,tennis,neutral,35,2020,November,28,Saturday,Night
274,274,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2020-06-26 19:05:00,GIF,tennis,positive,60,2020,June,26,Friday,Evening
275,275,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,2020-12-30 13:37:00,GIF,tennis,positive,70,2020,December,30,Wednesday,Afternoon
276,276,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2021-02-14 21:15:00,GIF,tennis,positive,75,2021,February,14,Sunday,Night
277,277,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,2021-03-27 20:07:00,GIF,tennis,positive,70,2021,March,27,Saturday,Evening
278,278,0be59876-d70c-486c-8e0b-a06bef7a2cd6,dislike,2020-08-23 07:38:00,GIF,tennis,negative,10,2020,August,23,Sunday,Morning
279,279,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2020-11-09 08:23:00,GIF,tennis,positive,60,2020,November,9,Monday,Morning
280,280,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,2021-05-12 20:45:00,GIF,tennis,negative,5,2021,May,12,Wednesday,Evening
281,281,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,2021-04-15 13:23:00,GIF,tennis,negative,5,2021,April,15,Thursday,Afternoon
282,282,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2020-08-16 22:58:00,GIF,tennis,neutral,35,2020,August,16,Sunday,Night
283,283,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,2020-09-11 16:22:00,GIF,tennis,negative,0,2020,September,11,Friday,Afternoon
284,284,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,2021-04-13 01:43:00,GIF,tennis,positive,45,2021,April,13,Tuesday,Night
285,285,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,2020-12-13 15:59:00,GIF,tennis,positive,70,2020,December,13,Sunday,Afternoon
286,286,0be59876-d70c-486c-8e0b-a06bef7a2cd6,dislike,2020-12-03 08:08:00,GIF,tennis,negative,10,2020,December,3,Thursday,Morning
287,287,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,2020-10-13 16:31:00,GIF,tennis,negative,0,2020,October,13,Tuesday,Afternoon
288,288,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,2020-12-04 10:04:00,GIF,tennis,positive,70,2020,December,4,Friday,Morning
289,289,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2021-01-25 11:00:00,GIF,tennis,neutral,35,2021,January,25,Monday,Morning
290,290,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,2021-05-04 19:40:00,GIF,tennis,negative,5,2021,May,4,Tuesday,Evening
291,291,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,2020-07-23 19:31:00,GIF,tennis,negative,0,2020,July,23,Thursday,Evening
292,292,81abd65a-3b76-4574-a0a7-db6bf7184ae2,love,2021-01-06 06:08:00,video,food,positive,65,2021,January,6,Wednesday,Morning
293,293,81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,2020-10-21 03:48:00,video,food,negative,12,2020,October,21,Wednesday,Night
294,294,81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,2021-02-23 22:36:00,video,food,negative,12,2021,February,23,Tuesday,Night
295,295,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,2021-01-26 01:00:00,video,food,positive,75,2021,January,26,Tuesday,Night
296,296,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,2020-12-18 14:07:00,video,food,neutral,35,2020,December,18,Friday,Afternoon
297,297,81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,2021-05-23 23:27:00,video,food,neutral,20,2021,May,23,Sunday,Night
298,298,81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,2020-10-31 03:17:00,video,food,negative,12,2020,October,31,Saturday,Night
299,299,81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,2021-02-20 20:02:00,video,food,neutral,20,2021,February,20,Saturday,Evening
300,300,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,2020-10-28 13:14:00,video,food,positive,75,2020,October,28,Wednesday,Afternoon
301,301,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,2020-08-30 00:08:00,video,food,neutral,35,2020,August,30,Sunday,Night
302,302,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,2020-12-08 13:12:00,video,food,negative,0,2020,December,8,Tuesday,Afternoon
303,303,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,2020-11-04 21:06:00,video,food,negative,15,2020,November,4,Wednesday,Night
304,304,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,2020-08-24 13:48:00,video,food,negative,15,2020,August,24,Monday,Afternoon
305,305,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,2021-01-05 13:15:00,video,food,negative,0,2021,January,5,Tuesday,Afternoon
306,306,81abd65a-3b76-4574-a0a7-db6bf7184ae2,adore,2021-02-28 09:21:00,video,food,positive,72,2021,February,28,Sunday,Morning
307,307,81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike,2020-09-22 04:09:00,video,food,negative,10,2020,September,22,Tuesday,Night
308,308,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,2020-11-08 02:43:00,video,food,negative,0,2020,November,8,Sunday,Night
309,309,81abd65a-3b76-4574-a0a7-db6bf7184ae2,love,2020-10-26 11:48:00,video,food,positive,65,2020,October,26,Monday,Morning
310,310,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,2020-11-04 14:58:00,video,food,positive,60,2020,November,4,Wednesday,Afternoon
311,311,81abd65a-3b76-4574-a0a7-db6bf7184ae2,love,2021-05-31 01:24:00,video,food,positive,65,2021,May,31,Monday,Night
312,312,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,2021-03-07 06:31:00,video,food,neutral,35,2021,March,7,Sunday,Morning
313,313,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,2021-06-17 23:27:00,video,food,positive,45,2021,June,17,Thursday,Night
314,314,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,2020-07-27 23:54:00,video,food,positive,45,2020,July,27,Monday,Night
315,315,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,2021-04-19 01:45:00,video,food,negative,0,2021,April,19,Monday,Night
316,316,81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,2020-10-05 13:55:00,video,food,positive,50,2020,October,5,Monday,Afternoon
317,317,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,2020-09-28 08:49:00,video,food,positive,75,2020,September,28,Monday,Morning
318,318,81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike,2021-02-25 04:02:00,video,food,negative,10,2021,February,25,Thursday,Night
319,319,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,2020-12-24 22:31:00,video,food,positive,60,2020,December,24,Thursday,Night
320,320,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,2021-06-15 12:15:00,video,food,positive,60,2021,June,15,Tuesday,Afternoon
321,321,81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike,2021-05-03 23:10:00,video,food,negative,10,2021,May,3,Monday,Night
322,322,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,2021-02-12 04:23:00,video,food,positive,45,2021,February,12,Friday,Night
323,323,81abd65a-3b76-4574-a0a7-db6bf7184ae2,adore,2020-08-31 00:39:00,video,food,positive,72,2020,August,31,Monday,Night
324,324,81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,2021-01-11 08:47:00,video,food,neutral,20,2021,January,11,Monday,Morning
325,325,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,2020-08-02 20:28:00,video,food,positive,75,2020,August,2,Sunday,Evening
326,326,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,2020-10-18 12:49:00,video,food,negative,0,2020,October,18,Sunday,Afternoon
327,327,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,2021-03-28 08:08:00,video,food,neutral,35,2021,March,28,Sunday,Morning
328,328,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,2021-02-11 04:02:00,video,food,positive,75,2021,February,11,Thursday,Night
329,329,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,2020-08-12 23:43:00,video,food,positive,60,2020,August,12,Wednesday,Night
330,330,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,2021-01-07 02:48:00,video,food,negative,15,2021,January,7,Thursday,Night
331,331,81abd65a-3b76-4574-a0a7-db6bf7184ae2,interested,2020-10-27 03:58:00,video,food,positive,30,2020,October,27,Tuesday,Night
332,332,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,2021-02-19 00:55:00,video,food,negative,15,2021,February,19,Friday,Night
333,333,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,2021-06-08 10:45:00,video,food,positive,75,2021,June,8,Tuesday,Morning
334,334,81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,2020-10-18 04:17:00,video,food,positive,50,2020,October,18,Sunday,Night
335,335,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,2020-11-05 13:54:00,video,food,positive,75,2020,November,5,Thursday,Afternoon
336,336,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,2020-08-16 12:12:00,video,food,positive,45,2020,August,16,Sunday,Afternoon
337,337,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,2020-10-14 14:55:00,video,food,negative,15,2020,October,14,Wednesday,Afternoon
338,338,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,2021-04-01 12:04:00,video,food,neutral,35,2021,April,1,Thursday,Afternoon
339,339,81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,2020-09-25 06:17:00,video,food,positive,50,2020,September,25,Friday,Morning
340,340,e6ee2244-9382-49a9-8cbf-fa54aaaa2392,intrigued,2021-03-03 18:40:00,audio,travel,positive,45,2021,March,3,Wednesday,Evening
341,341,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,interested,2020-10-30 03:52:00,GIF,fitness,positive,30,2020,October,30,Friday,Night
342,342,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,like,2021-02-12 05:48:00,GIF,fitness,positive,50,2021,February,12,Friday,Morning
343,343,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,disgust,2021-02-08 03:28:00,GIF,fitness,negative,0,2021,February,8,Monday,Night
344,344,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,interested,2021-04-02 07:49:00,GIF,fitness,positive,30,2021,April,2,Friday,Morning
